ID,Edad,Sexo,NED,NumBancos,NumFinanc,TDSR,C6M,AumDeu,PI,Cont,Vigen,Ingreso,Default
16687,43,M,PT,0,0,13.92,1C,0.0318,0,164587,70842.564,24608.90632,M
16688,44,M,ST,3,3,36.8,1C,-0.0359,0,784969,461702.0367,28533.44526,B
16689,36,M,TT,2,2,10.59,1C,0.244,0,42315,166483.0909,109228.1549,B
16690,41,F,TT,2,1,59.6,1C,0.2854,0,60223,277082.9488,51696.96083,B
16691,47,M,SNT,2,2,79.65,4,0.0671,0,801908,994803.2407,34237.4164,M
16692,36,F,ST,1,1,6.35,4,0.0544,0,63635,351177.5609,32498.62054,M
16693,31,M,TNT,0,2,38.66,1C,-0.061,0,276612,327686.5846,24914.52789,M
16694,51,M,TT,3,3,8.43,1C,-0.0449,0,53521,489196.676,252048.405,B
16695,47,F,TNT,0,3,5.97,3,0.055,0,145152,187048.7171,110430.4695,B
16696,34,F,TT,0,1,169.01,1C,0.0383,0,427872,561070.6276,64202.4878,B
16697,43,M,ST,4,2,18.23,2A,0.0552,0,8005,154699.4056,42589.71354,B
16698,29,M,TNT,2,2,11.18,1C,0.1648,0,386794,207709.0412,29687.6162,M
16699,30,M,TNT,4,2,60.03,5,0.0758,0,186393,32955.25896,72456.38936,M
16700,30,F,TT,2,3,12.85,1C,-0.112,0,281059,82946.37858,104045.3933,B
16701,33,F,TNT,1,0,14.84,1C,-0.0281,0,434033,395005.2041,36152.57406,B
16702,23,M,ST,2,1,80.03,1C,-0.0898,0,79010,546966.7083,27705.97163,M
16703,24,M,TNT,3,1,4.61,1C,-0.0276,0,128281,215978.7654,42785.93033,B
16704,50,M,TT,2,1,17.19,1C,0.1264,0,20770,138371.8311,206078.7906,B
16705,45,F,ST,4,0,50.84,1C,0.1631,0,34871,443313.574,45597.98305,B
16706,39,F,TT,0,1,28.33,1C,0.0079,0,182449,6743.301573,102608.083,B
16707,57,F,SNT,0,2,25.34,1C,0.2132,0,140045,148271.3853,44747.65438,M
16708,50,M,ST,3,2,34.97,1A,-0.1236,0,50844,698709.2411,37474.91696,B
16709,52,M,TT,1,1,27.17,1A,0.0314,0,206920,257621.8606,132633.1282,B
16710,41,M,ST,3,1,120.95,1C,0.2089,1,1001044,133090.6602,44454.76725,B
16711,21,F,PT,2,2,21.5,2A,0.0085,0,57386,104102.4727,19483.18835,M
16712,29,M,TT,2,2,7.59,1A,0.1713,0,133684,337411.2689,70929.03341,B
16713,31,M,TT,2,0,31.81,1C,0.0506,0,11987,374970.8143,72105.81368,B
16714,43,F,TNT,0,1,7.68,4,-0.0746,0,140071,142582.3441,37907.01969,M
16715,35,M,ST,0,2,4.89,1C,0.0306,1,224001,269798.5768,32078.34888,B
16716,35,M,ST,0,2,2.33,3,0.1172,0,121706,177734.0804,22072.34375,M
16717,46,F,TNT,1,1,18.47,3,0.025,0,13799,130984.7761,151728.257,B
16718,54,M,ST,1,0,4.12,1C,0.0943,0,217176,1186724.763,124076.5852,B
16719,52,F,TNT,0,3,7.51,1C,-0.0972,0,319325,896675.7004,72417.98363,M
16720,51,M,TNT,0,0,81.68,1A,0.2503,0,161783,113997.5277,46349.11134,B
16721,61,F,SNT,4,2,48.11,1C,-0.0314,1,119486,1770849.885,66199.12561,B
16722,46,M,ST,3,3,3.89,1C,0.0477,0,106940,306484.1114,52454.67372,B
16723,58,F,TNT,0,0,15.63,1C,0.0895,0,341523,242918.3027,204406.2019,B
16724,56,M,TNT,3,2,6.43,3,0.0292,0,428302,246217.4733,154772.5961,B
16725,36,M,ST,0,0,26.41,2A,-0.072,1,22731,358601.9141,28768.65679,M
16726,50,M,ST,2,2,2.48,3,0.164,0,139128,573319.3869,88138.26882,M
16727,57,F,TNT,1,0,87.57,2A,0.0947,0,216565,84328.55889,97310.49845,B
16728,37,M,TNT,2,2,9.45,1C,0.0516,0,221194,63542.15932,48794.62988,M
16729,22,M,SNT,2,1,19.63,4,-0.0232,0,300747,263709.455,21998.68867,M
16730,60,F,TT,0,0,9.5,1C,0.0755,0,142161,616032.7544,277123.6401,B
16731,50,M,TNT,1,1,6.83,3,0.1969,0,708923,260597.7784,63933.55788,M
16732,48,M,TNT,2,1,25.48,5,-0.1686,1,394567,105961.7381,139588.6111,B
16733,46,M,SNT,2,0,22.51,1C,0.0186,1,222305,93701.93969,52066.25547,B
16734,43,F,SNT,2,0,59.14,3,0.0184,0,102171,43467.3404,36422.3507,M
16735,65,M,PT,2,2,14.49,3,0.0137,0,108002,140607.5097,37919.02244,M
16736,42,F,TNT,3,1,8.33,2B,0.2382,0,27500,527764.3317,64884.01523,M
16737,55,F,TNT,0,3,87.47,3,-0.0934,0,101352,758253.3834,83786.69136,M
16738,42,M,SNT,0,1,101.3,4,0.4075,1,200798,217298.6454,26608.1689,M
16739,55,M,TT,4,0,23.39,1A,0.0764,0,125865,246575.1755,550373.2286,B
16740,24,M,TNT,2,1,41.07,1A,0.1322,0,15155,240913.5248,35571.91118,B
16741,52,M,TT,2,1,5.81,2A,0.0252,0,261495,139130.1943,223168.8821,B
16742,47,M,SNT,3,0,4.21,4,0.0442,0,327574,45536.46827,44344.33519,M
16743,50,M,TNT,2,1,19.81,1C,-0.0806,0,162564,257989.5886,102617.2865,B
16744,37,M,TT,0,0,22.71,2B,0.1649,0,305905,11761.38046,114442.6049,B
16745,58,F,TT,1,3,8.05,1C,0.0128,0,129059,578773.2637,96401.41776,B
16746,49,F,ST,2,2,122.43,4,0.0784,0,202969,183490.9044,56114.41131,M
16747,49,F,ST,2,1,26.81,4,-0.0538,1,214587,210820.797,108933.6486,B
16748,62,M,ST,2,0,123.9,3,0.1283,0,163957,560237.5701,93345.45207,M
16749,37,M,TT,2,1,9.18,1A,0.0714,0,20241,152285.7265,214017.0099,B
16750,61,M,TT,2,1,13.54,4,-0.0087,0,399907,309913.8836,233758.2836,B
16751,46,M,SNT,3,1,9.72,2B,0.0607,0,43376,1312169.992,36949.21701,B
16752,45,M,TT,4,2,6.28,1C,0.221,0,143732,217112.9521,127859.0647,B
16753,42,M,TT,2,1,21.08,2A,0.0986,0,401949,206226.2965,235024.9395,B
16754,37,M,PT,0,1,6.32,4,-0.0706,1,24183,115274.1362,30086.43721,M
16755,20,M,PT,3,2,17.88,3,0.0099,0,31298,8213.826305,20840.08223,M
16756,37,F,TNT,0,1,5.01,1C,0.0895,0,189485,285371.2599,71276.6652,B
16757,44,F,TNT,0,2,18.89,1C,-0.067,1,86212,517344.059,50283.06825,B
16758,27,F,TT,0,0,33.82,1C,0.3388,0,420600,753536.3483,26617.66099,M
16759,51,F,SNT,0,2,5.7,1C,-0.0491,0,114702,466319.1023,66075.35791,B
16760,43,M,TNT,0,2,14.98,2B,0.0734,0,49543,4769.091135,104758.9117,M
16761,53,F,ST,2,1,5.13,1C,0.0268,0,63362,237770.8888,199630.5341,B
16762,36,F,PT,1,1,40.41,1C,-0.0351,0,162446,254673.187,20356.23857,B
16763,54,F,ST,0,2,30.88,1A,-0.0456,0,473157,436022.2366,57074.91103,B
16764,42,F,TT,2,0,4.33,2B,-0.0556,0,142408,9007.956224,64245.06742,B
16765,42,F,TNT,2,3,9.73,5,0.1121,0,65371,152772.8702,54846.73797,M
16766,56,M,PT,1,1,2.91,1C,0.1732,0,109130,56594.21633,43327.51428,B
16767,43,F,TT,2,3,35.83,5,0.0677,0,186225,155662.6855,125999.8889,M
16768,49,M,SNT,2,0,24.49,5,-0.0375,0,631021,338549.5497,30896.02023,M
16769,44,F,ST,0,2,29.19,4,0.0359,1,64980,23899.30257,37495.36848,B
16770,64,M,SNT,2,0,81.18,1C,-0.1671,0,517827,329729.3841,64961.79404,B
16771,52,M,TNT,0,2,151.87,1A,0.0895,0,100531,9993.332268,142109.89,B
16772,29,M,TT,0,2,33.94,1C,0.0071,0,71476,1470.570419,85439.50221,M
16773,28,F,SNT,2,0,17.19,4,0.142,0,84484,14736.3233,18907.02148,M
16774,53,F,TT,2,2,18.8,1C,0.0401,0,312543,73821.99201,177066.1698,B
16775,58,F,TNT,2,1,1.49,1C,-0.0057,1,247875,126726.443,102273.3461,B
16776,48,F,TT,0,0,7.73,4,0.1568,0,141301,77817.78941,240312.0944,B
16777,40,F,ST,4,2,31.51,1C,0.1664,0,13321,44023.85264,28047.5685,B
16778,38,M,PT,2,0,7.89,2B,-0.0768,0,574008,339440.5623,31603.04451,M
16779,45,M,SNT,1,0,50.9,3,-0.057,0,17070,616790.827,28111.61599,M
16780,39,M,PT,3,0,40.01,2B,0.1306,0,782541,173610.1832,18251.0129,M
16781,27,M,TT,0,2,12.59,1A,0.0069,0,292153,280001.1113,79591.99175,B
16782,43,M,TNT,2,0,3.85,1C,-0.0209,0,842548,50706.82515,67799.30825,B
16783,55,M,PT,2,1,11.27,1C,0.2863,0,45103,315187.2694,51081.92069,B
16784,35,F,PNT,2,1,19.18,1C,0.0192,0,368773,165866.0446,18400.2321,M
16785,28,M,TT,4,2,120.39,2B,-0.0088,1,284377,736097.549,62242.78011,B
16786,40,F,TT,2,1,19.23,1C,-0.1085,1,202553,401937.9901,72564.67829,B
16787,53,M,TT,0,1,32.68,1C,0.2836,0,105643,229338.4114,126024.6376,B
16788,31,M,TT,2,2,14.73,1A,0.102,0,35988,145275.9885,73583.04137,B
16789,33,M,ST,1,1,54.49,2B,-0.1013,0,48453,233586.4671,27575.60768,M
16790,43,M,ST,2,2,27.11,1C,-0.0497,0,37298,132189.6173,36803.6574,B
16791,64,M,ST,3,0,33.84,2A,0.069,0,123742,522228.9254,162348.516,M
16792,43,M,SNT,2,1,5.82,4,0.1408,0,306496,590965.128,64441.34892,M
16793,41,M,TNT,2,1,37.03,1C,-0.0066,1,72166,171377.9811,71588.87245,B
16794,45,M,SNT,0,3,31.2,1C,-0.0051,0,21228,554117.8291,30637.34406,M
16795,62,F,ST,3,1,18.64,1C,0.0692,0,110800,65804.59472,167101.6355,B
16796,41,F,TNT,3,2,7.94,2A,-0.002,0,251430,891855.0157,67664.02194,B
16797,33,M,ST,3,3,23.44,1C,0.0291,1,458577,862335.9455,25612.74801,B
16798,44,M,ST,2,2,34.79,1A,0.159,0,250578,253267.866,47559.84948,B
16799,20,F,TT,2,0,26.93,1C,0.0122,0,200295,262535.2519,53249.81504,B
16800,45,M,TNT,2,1,15.16,1C,-0.036,0,151993,478674.6739,56110.11056,B
16801,53,M,TT,2,0,57,1A,-0.0082,0,74503,699997.0874,285798.5536,B
16802,41,M,TNT,4,1,56.33,2A,0.152,0,174332,75498.70832,43145.12439,B
16803,47,M,TT,1,2,69,4,0.0118,0,227704,156833.6249,164738.4489,M
16804,34,F,ST,3,1,15.57,5,0.0752,0,175117,592352.901,49056.06166,M
16805,26,F,SNT,1,1,23.19,5,0.0514,0,32488,174854.7994,19015.4258,M
16806,42,M,TT,0,2,7.19,1C,0.0086,0,529003,41924.96857,203235.0762,B
16807,53,M,ST,3,1,22.08,1C,-0.1112,1,14065,140838.7417,95984.28459,B
16808,66,F,TNT,1,0,18.36,1C,-0.0372,1,186788,738261.3097,209396.8592,B
16809,39,M,TNT,3,0,10.25,4,-0.0974,0,329114,297601.8381,58751.6216,M
16810,42,F,TNT,0,2,21.57,1C,-0.051,0,51164,169344.5818,87468.59738,B
16811,57,M,TNT,4,1,14.28,1C,0.1763,0,322137,501938.3846,49442.75889,B
16812,47,F,TNT,3,3,4.18,2B,0.0994,0,186606,229996.4458,136245.0161,B
16813,41,F,TNT,1,1,28.09,1C,-0.087,0,510091,817546.8895,52230.41861,B
16814,50,M,ST,0,0,10.83,1C,0.057,0,283511,383765.6672,98916.33844,B
16815,42,M,TNT,0,2,9.35,2B,0.1205,0,86825,752433.7137,50799.70416,B
16816,33,F,ST,0,0,32.05,1C,-0.0599,0,27224,127511.9795,43780.63763,B
16817,42,M,ST,3,1,36.87,1C,0.0117,0,127703,178741.6083,64604.10394,B
16818,48,M,SNT,2,2,17.41,1C,-0.032,0,625907,639700.4218,22671.83333,M
16819,37,F,TT,2,2,27.53,3,0.1391,0,67948,61415.62165,142108.1519,B
16820,58,M,ST,0,1,18.62,1C,-0.0168,0,161749,271340.5164,152542.3005,B
16821,40,F,ST,0,3,43.45,2A,0.0887,0,68173,191803.3556,48308.02705,M
16822,39,M,SNT,0,0,27.35,1A,-0.0451,0,241677,351773.6065,25790.81434,M
16823,47,M,SNT,3,0,34.46,1C,-9.00E-04,0,30772,127738.4753,39473.25243,B
16824,19,F,TT,0,0,67.47,1C,0.0732,0,22264,475635.3862,37722.54124,B
16825,35,M,SNT,2,0,10.8,1A,0.0281,0,746425,891251.9572,38542.31702,M
16826,40,M,SNT,2,0,7.42,1C,0.0523,0,277307,250900.0559,24990.00737,B
16827,42,F,TT,3,0,9.72,4,0.0224,0,239272,122803.1284,105497.3638,B
16828,54,F,TNT,1,1,13.55,1C,0.0389,0,163792,99454.70621,162886.172,B
16829,46,F,TNT,0,0,28.17,2A,0.0164,1,242422,124897.1032,115587.9672,B
16830,37,M,TT,1,2,2.35,1A,-0.0621,0,138378,30349.79589,115388.847,B
16831,41,M,TNT,3,0,20.13,2B,0.1664,0,267256,273409.8069,44105.5489,B
16832,45,F,TNT,1,1,66.75,2A,0.1393,0,52928,524131.814,100930.5221,M
16833,50,M,SNT,2,0,33.06,5,-0.1097,0,457434,313396.4915,24577.65147,M
16834,38,M,TT,2,0,22.35,5,0.1417,0,17496,313642.778,81132.42222,M
16835,33,F,TT,0,0,9.03,1C,0.1386,0,133421,1521528.804,67435.99744,B
16836,29,F,TNT,2,0,54.19,1A,0.0974,0,56253,56832.13939,70336.35414,B
16837,24,F,ST,2,0,35.95,1C,0.2263,0,116698,343196.8294,31632.55234,B
16838,36,M,TNT,1,1,26.47,1C,0.0916,0,115259,37522.42342,37761.54093,B
16839,50,F,TT,3,1,140.84,1C,0.0899,0,403420,689529.4468,209203.1917,B
16840,51,F,TNT,1,0,7.91,4,0.0269,0,107604,535221.7237,130742.9409,B
16841,39,M,TT,0,0,6.73,3,0.1096,0,240245,171252.6278,124669.6218,B
16842,44,M,ST,2,0,33.12,1C,-0.0577,0,33520,84370.54302,44518.44853,B
16843,52,M,ST,3,0,32.36,2A,0.1544,0,705663,296966.9005,65590.02762,B
16844,39,M,TT,0,3,24.99,5,-0.0589,0,99259,200293.517,98531.63639,M
16845,42,M,ST,1,1,2.7,1C,-0.0211,0,270976,421552.0316,33087.33534,M
16846,38,M,TNT,1,0,13.9,1C,-0.118,0,59880,378338.1737,33341.22251,B
16847,58,M,SNT,1,3,62.86,2B,0.2438,0,285959,366177.8401,47733.5294,M
16848,21,M,TT,2,1,22.44,2B,0.157,0,49478,239516.6417,61595.02736,M
16849,53,M,TT,2,2,28.78,2B,0.17,0,179785,327054.2161,246651.7498,B
16850,29,F,ST,3,1,57.71,1C,-0.1857,0,374463,661497.7316,20954.92065,B
16851,41,M,SNT,2,0,18.05,1C,0.1617,0,295596,309969.1439,50230.34919,B
16852,24,M,PNT,2,2,34.91,1C,0.1173,1,50310,1073648.557,17188.30901,B
16853,61,M,TT,0,2,54.79,3,0.0028,0,549125,243688.0993,277140.2099,M
16854,49,M,ST,3,3,17.82,2B,-0.0748,0,677493,1366822.228,33531.90568,M
16855,30,M,TT,2,0,34.62,1C,0.0268,0,353502,735964.1146,57131.86631,B
16856,50,M,TT,2,0,49.31,1C,-0.0461,0,32666,442331.9552,96644.50487,B
16857,38,M,TT,2,2,54.98,1C,0.3323,0,214318,300762.4795,171213.5822,B
16858,55,M,TT,0,0,28.03,1C,-0.021,0,225803,288041.9115,112166.3702,B
16859,27,M,ST,2,0,6.44,1C,0.1226,1,15927,367618.4446,27584.29167,B
16860,39,M,TT,1,0,15.34,1C,0.2124,1,129914,884080.7922,176553.4397,B
16861,37,M,TNT,2,1,16.21,4,0.24,0,75729,457569.8841,66461.16203,M
16862,41,F,PT,1,2,22.76,2B,0.0428,0,68372,136886.0025,25151.98831,M
16863,50,M,SNT,0,1,5.85,1C,0.0668,0,86984,267138.8712,34904.85919,B
16864,47,M,TNT,1,0,10.5,1C,0.1208,0,305513,105521.737,76225.40303,B
16865,35,M,ST,0,0,23.7,5,0.1118,0,162497,63870.26854,29144.4368,M
16866,40,M,TNT,0,3,47.42,3,0.1395,0,191012,124840.8855,41963.89083,M
16867,46,F,ST,2,1,9.88,1C,0.133,0,109770,58650.45064,69109.48502,B
16868,49,M,ST,3,0,8.6,3,-0.0143,1,35773,440029.4723,63266.58932,B
16869,47,M,TNT,0,0,16.02,1C,0.0603,0,210397,418829.899,77019.53627,B
16870,25,F,TNT,2,0,7.33,4,0.0725,0,211557,145105.1065,28333.05177,M
16871,44,M,TNT,0,2,16.74,1C,-0.1434,0,36364,667908.4803,62149.39904,B
16872,48,F,SNT,0,3,13.31,5,0.0896,0,21472,341469.9924,59433.5222,M
16873,53,M,TNT,1,0,4.53,1C,0.059,0,221032,535046.1363,109976.9795,B
16874,48,M,TT,2,0,208.1,1C,0.1731,0,187911,125782.4252,116388.1461,B
16875,55,M,TT,4,1,3.22,1C,0.0698,0,142047,260251.6388,209396.8524,B
16876,40,M,TNT,2,1,37.87,2A,0.0464,0,103135,227500.3175,94529.68712,M
16877,44,M,TNT,1,2,38.97,1A,0.0676,0,51908,260455.9809,71661.26057,B
16878,39,M,SNT,2,2,29.69,2B,0.0861,0,514010,206334.4649,39357.848,M
16879,38,M,TT,2,2,175.11,1C,-0.0652,0,126594,440382.9912,84043.84814,B
16880,42,F,SNT,1,0,20.44,1C,-0.1091,1,18170,51361.40168,28647.33055,B
16881,48,M,ST,2,1,48.72,4,0.0716,0,120109,148101.2783,37783.6739,M
16882,42,M,ST,0,3,7.16,2B,-0.0332,1,552848,78571.11984,42669.90026,M
16883,41,M,TNT,2,0,30.5,1C,-0.0067,0,132133,166171.7166,84065.18457,B
16884,38,F,TNT,2,3,3.35,1C,-0.1794,1,525751,192360.7174,66349.58515,B
16885,38,M,TT,1,3,26.67,1C,0.1474,0,370235,50200.9394,105149.3205,B
16886,45,M,ST,0,2,38.96,1C,0.0355,0,320674,143945.9379,53049.30048,B
16887,37,M,ST,1,3,359.04,5,0.149,0,31655,119847.5808,39085.51516,M
16888,55,F,ST,2,1,20.03,3,0.0877,0,282843,642802.237,61469.4487,B
16889,26,M,TT,0,1,8.01,1C,-0.1092,0,63886,203226.4347,34391.77387,B
16890,54,M,TT,3,2,114.18,1A,-0.1087,0,116994,50117.91505,198161.9826,B
16891,52,M,TNT,4,3,11.04,2A,0.0584,0,91305,147860.512,75157.14737,M
16892,42,F,PT,0,2,9.29,3,-0.0907,0,112672,86433.73002,22982.0356,M
16893,39,M,TNT,2,2,42.21,1C,0.1048,1,120045,193594.4839,34379.46103,B
16894,30,M,TNT,0,0,15.7,1C,-0.181,0,72088,199178.6753,49703.05377,B
16895,30,M,ST,0,2,11.66,2B,-0.0699,0,135723,422344.7448,32178.16079,M
16896,22,F,TNT,0,0,17.84,1C,0.1073,0,237908,507246.7708,30025.73275,B
16897,44,M,TT,3,1,29.07,1C,0.1035,1,508610,99542.50243,78686.1065,B
16898,54,M,TNT,0,3,22.59,2B,0.1297,0,737326,386636.528,76095.26298,M
16899,36,M,TT,2,0,27.53,3,-0.0201,0,382013,37180.16956,121447.1805,B
16900,57,M,ST,0,3,3.8,2B,-0.0217,0,46370,135561.108,154605.6814,M
16901,32,F,SNT,2,3,40.44,5,-0.0973,1,133580,99849.21737,30777.82113,M
16902,27,F,TT,2,1,11.51,1C,-0.1629,0,261520,78573.49967,106876.6061,B
16903,51,M,SNT,0,2,19.26,1C,0.1947,0,33931,247135.7399,41340.46768,M
16904,43,F,ST,0,0,9.16,1C,0.149,0,37163,775115.6165,48552.67247,B
16905,37,M,ST,2,2,314.53,1C,-0.1599,0,49319,44599.46618,34685.12264,M
16906,25,F,TNT,1,2,31.42,1A,0.2667,0,270786,619599.1392,74907.13794,M
16907,23,M,TNT,3,2,17.2,4,0.0092,0,163625,63496.5272,31784.46904,M
16908,37,M,PT,2,2,18.78,1C,-0.0138,0,64457,116444.756,21833.35878,M
16909,60,F,TNT,2,0,50.4,1C,0.0372,0,180931,1107671.595,186651.6885,B
16910,36,M,ST,3,0,12.18,1C,0.2515,0,487399,251977.9809,42090.74771,B
16911,23,M,SNT,3,2,24.36,1C,-0.0423,1,176525,328792.5803,18346.18817,B
16912,51,M,TNT,1,2,69.28,1A,0.0545,0,119899,111166.6033,100924.3577,B
16913,25,M,TT,2,1,35.37,1A,0.0169,0,317641,467632.2946,24755.9861,B
16914,59,M,ST,2,0,36.11,5,0.0508,0,383505,167431.6635,77985.18723,M
16915,29,F,TNT,3,1,31.91,2B,-0.0439,0,240366,257717.8025,39940.18,B
16916,22,M,ST,3,3,2.28,2B,0.274,1,3443,107715.0974,19664.15433,B
16917,40,M,TNT,3,2,46.08,1C,0.1674,0,602414,109014.8388,38667.42445,M
16918,48,F,TT,4,0,107.83,4,0.1186,0,302882,152389.9874,155805.3764,B
16919,42,F,TT,1,1,39.42,5,0.1456,0,91221,75768.30417,116366.2586,B
16920,41,M,ST,2,2,37.15,1C,0.1205,0,34577,2770.878826,61924.31931,B
16921,29,F,TT,0,1,27.56,1C,0.1694,0,395549,796216.0026,94071.73989,B
16922,36,M,TNT,0,2,40.72,2B,0.0966,0,53559,338198.0246,35455.86401,M
16923,47,M,TNT,0,0,8.52,3,-0.0136,0,365519,30385.34948,53907.45198,M
16924,25,M,TNT,3,0,17.32,3,-0.0205,0,14722,47454.4853,49956.64029,M
16925,40,M,ST,1,2,7.83,2A,0.0335,0,1474075,270694.8655,41213.30988,M
16926,49,F,TNT,4,1,79.59,1C,0.0014,0,253063,180070.6767,136787.3301,B
16927,47,M,TNT,2,3,30.02,1C,0.1768,0,101764,110543.3412,150508.4593,B
16928,43,M,TNT,0,3,13.48,1C,0.0909,0,257405,317929.0326,81323.71029,M
16929,22,F,ST,2,2,144.72,1C,0.006,0,138955,482056.8187,23093.72504,M
16930,27,M,ST,1,2,16.55,1C,0.0575,0,418865,611032.0584,28163.69958,M
16931,32,M,ST,0,3,38.21,2B,0.1014,0,21344,740314.1487,30782.06809,M
16932,38,M,TT,1,0,3.31,1C,-0.0726,1,150134,468301.6375,89202.80956,B
16933,41,M,TT,3,0,6.82,1C,0.2608,0,235304,182198.3877,52887.41714,B
16934,60,M,TT,3,2,28.64,5,0.0095,0,90851,880561.6051,412437.1279,B
16935,50,F,SNT,2,2,23.93,5,0.2309,0,171157,615893.0234,59079.42993,M
16936,48,M,TNT,2,0,10.28,1A,0.1812,1,466782,430450.2507,44811.67129,B
16937,58,F,TNT,1,1,5.54,4,0.2216,0,29133,351955.772,119971.1274,B
16938,44,M,TT,1,2,13.21,2A,0.0792,0,407682,161389.417,67796.73769,B
16939,45,F,ST,2,0,15.6,1C,0.0945,0,176874,857120.4964,52058.98196,B
16940,42,M,TT,0,1,10.36,2B,0.0456,0,164351,397682.3175,65819.96028,B
16941,37,M,SNT,3,3,36.97,3,0.1704,0,427461,486194.5003,25366.6002,M
16942,40,M,PNT,3,1,28.28,1C,0.1167,0,69480,267346.3032,20999.04389,B
16943,40,F,TT,3,1,41.83,1C,0.2377,0,76459,563086.6241,79218.66747,B
16944,61,M,ST,0,1,116.94,1C,-0.1606,0,107225,726830.8766,127345.6398,M
16945,44,M,ST,3,0,11.41,1A,-0.0688,0,133094,214638.4365,21032.7009,B
16946,51,F,ST,2,1,6.65,1C,0.1091,0,192785,371833.2957,57158.33853,B
16947,37,M,SNT,4,0,66.15,1A,0.1042,0,501019,293063.8216,30247.67805,M
16948,30,M,SNT,3,0,18.03,5,-0.008,0,371728,163554.2752,22564.61026,M
16949,35,M,ST,2,1,25.24,1C,-0.0506,0,153565,632229.4881,62922.28539,B
16950,33,F,TNT,2,1,27.87,5,0.1139,1,250709,306104.7768,38270.21934,M
16951,58,M,TNT,2,2,22.36,1C,0.1431,0,371231,441643.531,106835.9257,B
16952,44,M,SNT,2,1,11.71,2A,0.0265,0,76417,244630.6514,28375.61133,M
16953,39,M,TNT,2,0,7.24,4,0.0997,0,692183,820758.8504,59487.63509,M
16954,26,M,TNT,2,0,8.87,1A,0.0388,0,57330,76281.65594,51746.59433,B
16955,40,M,TT,2,0,94.64,4,-0.0478,0,63901,373656.3783,117611.8927,M
16956,52,M,TNT,3,2,28.89,4,-0.1047,0,153209,412816.9582,210460.2605,M
16957,48,M,ST,3,0,17.15,5,0.137,0,40032,479118.7286,39706.581,B
16958,48,F,TNT,4,0,26.04,1C,0.1337,0,922948,424475.7052,39610.60036,B
16959,46,M,TT,0,0,11.76,2B,-0.0464,0,8353,377688.869,128538.9796,B
16960,57,M,ST,0,0,11.34,1C,0.0771,0,69033,308090.5527,73503.31485,B
16961,35,M,ST,0,0,8,1C,0.0615,1,63086,817802.551,41890.94191,B
16962,43,M,TNT,3,3,8.18,2A,0.1129,0,172846,510482.6797,87060.02592,B
16963,46,F,PT,0,1,23.59,1C,0.0402,0,26047,150581.3867,20224.99924,B
16964,49,M,TNT,2,0,5.98,1C,0.2409,0,292440,244494.6889,88797.78042,B
16965,33,M,SNT,3,0,8.14,1A,0.179,0,360651,468654.9101,27658.18654,M
16966,48,M,TNT,0,0,11.01,4,-0.0088,0,404260,19761.07956,113354.566,M
16967,32,F,TT,2,0,171.39,1A,0.0796,0,120934,139791.7593,61587.62048,B
16968,44,M,SNT,2,1,24.17,1C,0.1269,0,109087,576620.9932,48440.8819,M
16969,50,F,ST,1,0,67.77,2B,0.2027,1,134308,140908.7823,74349.1484,B
16970,54,M,TT,3,1,15.84,3,0.0381,0,394146,611222.9716,147687.4372,B
16971,58,M,SNT,3,2,10.18,1C,0.072,0,340186,135091.1335,63176.5931,B
16972,28,M,TNT,1,3,50.52,1A,0.1388,0,143280,1421870.485,26579.7633,M
16973,28,M,TNT,3,1,19.22,1C,-0.1147,1,111754,99408.9414,28595.8176,B
16974,44,F,TNT,1,3,9.64,4,-0.1086,0,243913,139654.0482,128062.5967,B
16975,41,M,TNT,0,0,25.01,1C,0.1131,0,56639,467183.1358,55029.7312,B
16976,41,M,TT,0,1,59.76,1C,0.0532,0,46510,336290.757,82884.07897,M
16977,41,M,SNT,2,1,77.34,1C,-0.1381,0,676724,169638.2965,40857.14784,M
16978,42,M,ST,0,1,26.45,1C,0.0795,1,389774,176475.0504,42984.19851,B
16979,35,F,SNT,0,1,26.86,4,0.0727,0,2268,110828.3699,49904.25884,M
16980,29,F,TT,2,1,80.72,1C,0.0877,0,104697,745578.3474,159641.1295,B
16981,37,F,TNT,2,2,21.86,1C,0.0853,0,448133,109317.7305,185923.7434,B
16982,47,M,TNT,0,0,64.57,3,0.1177,0,256367,1491654.403,175518.0445,M
16983,45,M,ST,3,1,9.94,4,0.26,0,134889,1600545.344,75452.68078,B
16984,39,M,ST,1,0,5.45,1A,-0.0133,0,135059,179468.2671,35574.69932,B
16985,43,M,TT,1,1,22.47,1C,0.2078,0,192527,55607.18957,83847.94884,B
16986,33,M,TNT,0,0,19.07,4,-4.00E-04,0,118416,234979.9565,39440.22885,M
16987,38,M,SNT,1,1,51.57,1C,0.2745,0,323,743296.5825,28889.58455,B
16988,37,F,SNT,2,3,43.64,1C,0.0405,0,84557,248283.7419,37260.6987,B
16989,58,M,ST,2,0,42.25,1C,0.0859,0,53195,95862.67012,100039.4848,B
16990,31,F,ST,2,3,31.27,2B,0.0999,0,39886,422550.2479,34212.26894,M
16991,37,M,ST,0,0,11.45,3,-0.0404,0,123157,58877.42192,25881.20447,M
16992,45,M,TNT,2,2,6.92,5,0.0373,0,630801,250729.5388,155701.0621,B
16993,40,F,TT,2,0,41.4,1A,0.1187,1,229074,517526.3951,217971.9772,B
